    name1,name2,street1,street2,city,state,zip,zip4,county,phone,intake_prompt,intake1,intake2,website,latitude,longitude,type_facility,mh,sa,dt,mm,dm,bum,db,rpn,bu,nxn,vtrl,meth,hh,noop,pain,nmoa,moa,ubn,otp,psy,rtcc,rtca,ores,ph,omh,cmhc,msmh,ipt,cft,gt,cbt,dbt,idd,at,ect,tele,saca,trc,smon,smpd,smop,hi,res,phdt,op,rs,rl,rd,od,omb,odt,oit,ort,hid,hit,ct,gh,psyh,vamc,tbg,ih,stg,lccg,ddf,stag,stmh,stdh,hla,jc,carf,ncqa,coa,hfap,np,sf,md,mc,si,pi,mi,smha,swfs,scjj,sef,osf,clf,csbg,cmhg,vaf,fsa,cit,wi,ss,pa,ah,sp,co,vet,adm,mf,cj,se,ad,pw,wn,mn,hv,trma,xa,dv,sed,smi,alz,ptsd,tbi,tay,ped,act,icm,cm,cdm,peer,coot,dec,es,fpsy,hs,imr,ipc,lad,nrt,nsc,prs,stu,sps,semp,sh,tpc,tcc,vrs,adtx,bdtx,cdtx,mdtx,odtx,tgd,ico,gco,fco,mco,twfa,bia,cmi,moti,ang,mxm,crv,relp,bc,chld,yad,adlt,snr,fem,male,du,duo,acc,acm,acu,baba,ccc,cmha,csaa,daut,dp,dsf,dvfp,eih,emp,haec,heoh,hivt,isc,itu,mhs,opc,sae,shg,smhd,ssa,ssd,stdt,ta,taec,tbs,bsdm,nu,mu,bwn,bwon,ub,un,beri,pvtp,pvtn,fqhc,sumh,inpe,rpe,pc,naut,nmaut,acma,pmat,auinpe,aurpe,aupc,dlc,mhiv,mhcv,lfxd,clnd,copsu,daof,mst,noe,ofd,rc,piec,mdet,voc,hav,hbv,audo,cbhc,chlor,drope,fluph,halop,loxap,perph,pimoz,proch,thiot,thior,trifl,aripi,asena,brexp,carip,cloza,ilope,luras,olanz,olanzf,palip,queti,rispe,zipra,crt,emdr,kit,tms,peon,peoff,fg,pcf,pefp,aot,msnh,ipsy,shp,vahc,mmd,antpych,mpep,aim,fed,sotp,dea,mhc,samf,mhpa,hbt,hct,labt,tod,vapn,vapp,vppd,oudo,nx,fx,mws,f17,f19,f25,f28,f30,f31,f35,f36,f37,f4,f42,f43,f47,f66,f67,f70,f81,f92,n24,n40 
Gavin Foundation,Gavin House,675 East 4th Street,P.O. Box E-15,Boston,MA,02127,,Suffolk,617-268-5517 x308,,,,http://www.gavinfoundation.org,42.3345264,-71.0377516,SU,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,1,1,1,1,,,,,,,,,,,1,,,,,1,1,1,1,,,1,1,,,,1,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,1,1,1,,,1,1,1,1,1,,,1,,,1,1,,,1,,,1,,,1,,,1,1,1,,,,1,1,1,,,,,,1,1,1,1,1,,,1,1,,1,,,,,,,,1,,,1,1,1,,,1,,1,1,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Elm Tree Clinic,,390 Pleasant Street,Suite A,Malden,MA,02148,,Middlesex,833-356-8733,,,,https://elmtreeclinic.com,42.4267209,-71.0784324,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Elm Tree Clinic,,390 Pleasant Street,Suite A,Malden,MA,02148,,Middlesex,833-356-8733,,,,https://elmtreeclinic.com,42.4267209,-71.0784324,SU,,1,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,,,1,,,1,,,,,,,,,,,,,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,1,,1,1,,,1,,,,,1,1,1,1,,,,,,,,,,1,1,1,,,1,,,,,,,1,,1,1,1,1,,1,,,1,,,,,,,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,1,,,1,,,,,,,,,,,,,,1,,,,
Riverside Community Care,Somerville Outpatient Center,117 Summer Street,2nd Floor,Somerville,MA,02143,2706,Middlesex,617-354-2275,,,,http://www.riversidecc.org,42.3856897,-71.102806,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,1,1,1,1,1,1,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,,1,1,,1,1,1,,1,,1,1,1,,1,,1,1,,,1,,,,,,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,,1,,,,,,,1,,,,,,,1,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gavin Foundation,Center for Recovery Services,210 Old Colony Avenue,,Boston,MA,02127,,Suffolk,617-268-5000 x1,,,,http://www.gavinfoundation.org,42.3330016,-71.0537,SU,,1,,,,,,,1,1,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,1,1,,,1,,,,,1,1,,1,1,,,,,,,,,,,1,,,,,,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,,,,,,,1,1,1,1,1,1,1,1,1,1,,,1,,,1,1,,1,1,,,1,,,,,,1,1,1,1,,,1,1,1,,,,1,,1,,1,1,1,,,1,1,,1,,1,1,1,1,,,1,,,,1,1,,,1,1,1,1,1,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Gavin Foundation,Center for Recovery Services,210 Old Colony Avenue,,Boston,MA,02127,,Suffolk,617-268-5000 x1,,,,http://www.gavinfoundation.org,42.3330016,-71.0537,MH,,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,1,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Dr Solomon Carter Fuller Mental Health,,85 East Newton Street,,Boston,MA,02118,,Suffolk,617-626-8700,Intakes,617-305-9935,617-339-1366,http://www.departmentofmentalhealth.gov,42.3362574,-71.070829,MH,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,1,,1,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,1,1,1,,1,,,,1,1,,,,,,,,,1,,1,1,1,1,1,1,,,,,1,1,,1,,1,1,1,1,,1,,,,1,1,1,1,1,1,,1,,1,1,1,1,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,1,1,,,,,,1,,,1,1,,1,1,,1,1,1,1,,,,,,,,,1,,,,,,,1,,1,,,,,,,1,1,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
New Day,,242 Highland Avenue,,Somerville,MA,02143,,Middlesex,617-628-8188,,,,http://www.baycove.org,42.3907461,-71.1096972,MH,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,1,1,,,,,,1,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,1,1,1,,1,1,1,,,,1,,,,,1,1,1,1,1,1,1,,,,,1,1,,1,,1,,1,1,,1,1,1,1,,1,1,1,1,,1,,,,1,1,1,1,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
New Day,,242 Highland Avenue,,Somerville,MA,02143,,Middlesex,617-628-8188,,,,http://www.baycove.org,42.3907461,-71.1096972,SU,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,1,1,1,,,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,1,,,1,,1,1,1,1,,,,1,1,1,,,,1,1,1,1,1,1,1,,1,1,1,,,,,,,,,,1,1,1,1,1,1,,,1,,,1,,,,,,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,1,,,1,,,1,,,,,,,,,,,,,,,,1,,,,,
Boston Comprehensive Treatment Center,Habit Opco LLC,99 Topeka Street,,Boston,MA,02118,,Suffolk,617-442-1499,,,844-331-2516,http://w	www.ctcprograms.com/location/boston-comprehensive-treatment-center/,42.3335633,-71.0664439,SU,,1,,1,,1,,,1,,,1,,,,,,,1,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,1,1,1,,,,1,,1,1,1,1,1,,,,,,,,1,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,1,1,1,,,1,1,1,,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,,,,1,1,1,1,,1,,1,1,,1,1,1,,1,1,1,,,1,1,,,,,1,,,,,,,1,,,,,,,,,,,,1,1,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,1,1,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,
Victory Programs Inc,Victory House,566 Massachusetts Avenue,,Boston,MA,02118,,Suffolk,617-262-5032,,617-288-1272,,http://www.vpi.org,42.337837,-71.078488,SU,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,1,,,1,1,,,,1,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,,,,1,,,,,1,,,,,,,,1,1,,,1,,,1,1,1,,1,,,1,1,,,1,,,1,,,,,,1,,1,,,1,1,1,1,1,,,,,1,1,,1,1,1,1,1,1,,,,,,,,,,1,,,,1,1,,,1,,1,1,1,,,1,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Healthcare Resource Centers,,23 Bradston Street,,Boston,MA,02118,,Suffolk,617-318-6480,,,,http://www.hcrcenters.com,42.3331695,-71.0705531,SU,,1,,1,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,,,,,,,,,1,,1,,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,1,1,1,1,1,,,,1,,,1,1,1,,1,,,,,,,,1,,,,1,,1,,,,,,,,,,,,1,1,,,,1,,,,,,,,1,1,1,,,,1,1,1,,,1,,,1,1,,1,1,,,1,,,1,,,1,1,1,,,,,1,1,,,,,,1,,1,1,1,1,,1,1,,,1,,,,,,1,,1,,,,,1,,,,,,,,,,,,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,
Boston Healthcare for the Homeless Inc,,780 Albany Street,,Boston,MA,02118,,Suffolk,857-654-1323,Intakes,857-654-1605,,http://www.bhchp.org/,42.333765,-71.073003,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,,1,,,1,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,1,,,,,,,,,,,,1,1,1,1,,1,,1,,1,1,1,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,1,1,1,1,,,1,,1,,,,,,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
Boston Medical Center,Office Based Addiction Treatment Progr,801 Massachusetts Avenue,"5th Floor, Suite C",Boston,MA,02118,,Suffolk,617-414-7453,,,,https://www.bmc.org/office-based-addiction-treatment-obat,42.3330467,-71.0736404,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,,,,1,1,1,1,1,,1,,,1,,1,1,,,,1,1,,,,,1,1,,,,1,,1,,1,,,,1,,1,1,,,,,,1,,1,1,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,1,,,1,,,,1,,1,,1,,,,,,1,1,,,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Catalyst Clinic,Boston Medical Center,801 Massachusetts Avenue,"Crosstown Building, 7th Floor",Boston,MA,02118,,Suffolk,617-414-6655,,,,https://www.bmc.org/catalyst-clinic,42.3330467,-71.0736404,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,1,,1,,,1,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,,,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,1,,,,1,,,,,,1,,,1,,1,1,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Boston Medical Center,Office Based Addiction Treatment Progr,801 Massachusetts Avenue,"5th Floor, Suite C",Boston,MA,02118,,Suffolk,617-414-7453,,,,https://www.bmc.org/office-based-addiction-treatment-obat,42.3330467,-71.0736404,SU,,1,1,,,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,1,1,,,1,,,,1,,,,,,,,1,1,1,1,1,,1,,,,,1,1,1,1,1,,,,,,,,,,1,,,,1,1,1,1,,,,,,1,1,,,1,,,,,,,,,1,,,,1,,1,,,,,1,,1,,1,1,,1,1,,,,1,,1,1,1,1,1,,1,1,,,,1,1,1,1,1,1,1,,1,,,,1,1,,,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,1,,,,,,,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,1,1,,1,1,,,,,,1,,,,,,,,,,,,,,,,,,,,
Catalyst Clinic,Boston Medical Center,801 Massachusetts Avenue,"Crosstown Building, 7th Floor",Boston,MA,02118,,Suffolk,617-414-6655,,,,https://www.bmc.org/catalyst-clinic,42.3330467,-71.0736404,SU,,1,,,,1,,1,1,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,1,1,1,1,,,,,,1,,,,,1,,,1,,,,1,,,,,,,,1,1,1,1,1,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,,,,,,,,1,,,,,,,,,,,,,1,,,,1,,1,,,,,1,,1,,1,,,1,,,,,1,,,,,,,,1,,,,,1,1,1,,,,1,,,1,1,1,1,1,,,1,,,,,1,1,1,1,,,1,,1,1,1,,1,1,1,1,,1,1,1,1,1,1,1,,1,,1,1,1,1,1,,1,,,,,,,,,1,1,,1,1,1,1,,1,,,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Victory Programs Inc,Womens Hope,170 Morton Street,11 South,Jamaica Plain,MA,02130,,Suffolk,617-442-0048 x315,,617-288-1272,,http://www.vpi.org,42.3389582,-71.0876222,MH,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,1,1,,1,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,1,,,1,,,1,,,,,1,,,,,1,1,,,,,,1,,1,,,1,1,,1,,1,,,1,,,,,,1,1,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Mirasol Center for Healing,,170 Morton Street,12th Floor South,Jamaica Plain,MA,02130,,Suffolk,617-318-5118,,,,http://www.baycovehumanservices.org,42.3389582,-71.0876222,SU,,1,,,,1,,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,1,,,,,,,,,,,,,1,,1,,,,,,,,1,,1,1,,,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,1,1,,1,1,,,,1,,,,,,,1,1,1,,,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,1,1,,,1,1,,1,,1,1,1,1,1,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,1,1,1,1,,1,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,
Andrew House Boston,,170 Morton Street,Suite 4-South,Jamaica Plain,MA,02130,,Suffolk,617-318-5600,,,,http://www.baycovehumanservices.org,42.3389582,-71.0876222,SU,,1,1,,,1,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,1,,,,,,,,,,,,1,1,,1,,,,,,,,1,,1,1,,1,,,,,1,1,1,1,1,1,,,,,,,,,,1,,,,,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,1,1,,1,1,,,,1,,1,1,1,1,1,1,1,1,,,1,1,1,1,1,1,1,1,,,1,1,,1,1,,,1,1,,1,,1,1,1,1,1,,1,1,1,1,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,,1,1,,1,1,1,,,1,1,,1,,1,1,1,1,1,1,1,,1,1,1,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,1,,1,1,1,1,,1,,,1,,,1,1,,,,,,,,,,,,,,,1,,,,,
Victory Programs Inc,Womens Hope,170 Morton Street,11 South,Jamaica Plain,MA,02130,,Suffolk,617-442-0048 x315,,617-288-1272,,http://www.vpi.org,42.3389582,-71.0876222,SU,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,1,,,,1,,,,,,,,,,1,,,,,,,,1,,1,,,,,,,,,1,,1,,,,,,,,,,,,,,,,1,,,1,,,,,,,,1,,1,1,1,1,,,,,,,,,,1,,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,,1,1,,,1,,,1,1,1,,1,,,1,1,,1,,,,1,,,,,,1,,1,,1,1,1,1,1,1,,,1,,1,1,1,1,1,1,1,1,1,,,,,,,,,,1,,1,,1,1,,,1,,1,1,1,,,1,,,1,,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,
Hope House Inc,Co Occurring Enhanced Resid Rehab Serv,8 Famham Street,,Roxbury,MA,02119,,Suffolk,617-971-9360,,,,http://www.hopehouseboston.org,42.330597,-71.0745509,SU,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,1,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,,,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,,1,1,1,,,,1,1,1,,,1,,1,,,,,1,,,1,,,,,1,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,,1,,1,,1,1,,,1,,1,1,1,,,,,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,
Hope House Inc,Outpatient,8 Farnham Street,,Roxbury,MA,02119,,Suffolk,617-971-9360,,,,http://www.hopehouseboston.org,42.330597,-71.0745509,MH,1,1,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,1,1,1,1,1,,1,,,,1,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,,1,1,,,,,,1,,,,,,,,1,1,,,1,,,,,1,,,1,1,,,,1,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Hope House Inc,Outpatient,8 Farnham Street,,Roxbury,MA,02119,,Suffolk,617-971-9360,,,,http://www.hopehouseboston.org,42.330597,-71.0745509,SU,,1,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,1,1,,1,,,,,1,,,,,,,1,1,,,,,,,,,,,,1,,1,,,,,,,,,1,1,1,,,,,,,,,,,,,,,,,1,,1,1,,,1,1,,,,1,1,1,1,1,,,,,,1,,,,,,,,,,,,,,,,,,1,1,,,,1,,,,,,,1,1,1,1,1,,1,1,1,1,1,,1,,,1,1,,,1,,,1,,,,,,1,,1,,,,,,,,,,1,,1,,1,1,1,,,,,,,,,,,,,,1,,1,,,1,,,1,,1,,1,,,,,,1,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,
Hope House Inc,Recovery Home,8 Farnham Street,,Roxbury,MA,02119,,Suffolk,617-971-9360,,,,http://www.hopehouseboston.org,42.330597,-71.0745509,SU,,1,,,,,,,,,,,1,,,,1,,,,,,,,,,,,,,1,,,,,,1,,,1,,,1,,,,1,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,1,1,,,1,1,,,,1,1,1,1,1,,,,,,1,,,,1,,1,,,,,1,,,,,,,1,1,,,,1,,,,,,,,1,1,1,,,,1,1,1,,,1,,1,,,,,1,,,1,,,,,,1,1,1,,,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,,1,1,,,,,,,,,,1,,,,1,1,,,1,,1,1,1,,,,,,1,1,,1,1,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,,,,,
Hope House Inc,Co Occurring Enhanced Resid Rehab Serv,8 Farnham Street,,Roxbury,MA,02119,,Suffolk,617-971-9360,,,,http://www.hopehouseboston.org,42.330597,-71.0745509,MH,1,1,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,1,1,1,1,1,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,1,,1,1,,,1,,,,,,1,1,,,,1,,1,,,,1,1,1,1,1,1,,,,1,,,,1,,1,1,1,1,,,1,1,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,1,,,,,,,,,,,1,,,,,1,,1,,,,,,,,,,,,,,,,,,,
